Crop,State,Land_Area,Yield_per_Acre,Predicted_Price,Cultivation_Cost,Production,Revenue,Profit,Loan_Amount,Interest_Rate,Tenure,EMI,Profit_Margin,Debt_to_Profit_Ratio,Risk
Wheat,Uttar Pradesh,2.11,1.69,22504.92,201261.38,3.57,80342.56,-120918.82,59344.49,8.99,6,10151.71,-150.5,999.0,RISKY
Rice,Madhya Pradesh,9.59,3.47,28431.17,230081.45,33.28,946189.34,716107.89,166690.02,8.21,6,28450.71,75.68,0.23,SAFE
Wheat,Haryana,1.04,2.04,24709.59,238286.13,2.12,52384.33,-185901.8,113252.55,8.94,9,13056.99,-354.88,999.0,RISKY
Rice,Uttar Pradesh,3.39,2.08,19388.71,211165.92,7.05,136690.41,-74475.51,71931.48,8.58,9,8280.83,-54.48,999.0,RISKY
Wheat,Haryana,6.21,3.6,27944.39,73134.92,22.36,624836.56,551701.64,147155.76,8.46,12,12832.17,88.3,0.27,SAFE
Rice,Punjab,5.3,3.74,21325.15,51637.81,19.82,422664.47,371026.66,218313.7,9.63,12,19155.69,87.78,0.59,SAFE
Rice,Haryana,3.35,2.08,19406.34,178866.88,6.97,135262.19,-43604.69,63909.65,8.69,9,7360.66,-32.24,999.0,RISKY
Wheat,Haryana,3.13,3.94,18428.77,210413.77,12.33,227226.73,16812.96,79647.36,9.29,12,6975.99,7.4,4.74,RISKY
Wheat,Punjab,3.29,3.08,28877.67,99309.9,10.13,292530.8,193220.9,261382.28,11.88,6,45085.59,66.05,1.35,SAFE
Wheat,Madhya Pradesh,3.67,1.91,23074.05,172305.81,7.01,161749.09,-10556.72,173343.87,10.37,6,29770.73,-6.53,999.0,RISKY
Rice,Madhya Pradesh,2.47,3.01,29582.37,211838.03,7.43,219797.01,7958.98,35604.03,7.75,9,4084.85,3.62,4.47,RISKY
Rice,Punjab,6.2,2.7,22020.56,249802.91,16.74,368624.17,118821.26,197977.05,8.48,12,17265.68,32.23,1.67,MODERATE
Rice,Punjab,6.67,3.36,29291.47,54132.78,22.41,656421.84,602289.06,49305.12,7.85,9,5659.09,91.75,0.08,SAFE
Rice,Punjab,1.17,3.47,23141.52,214697.15,4.06,93954.57,-120742.58,287036.11,7.14,12,24854.83,-128.51,999.0,RISKY
Wheat,Bihar,5.68,3.8,22301.41,171495.17,21.58,481264.43,309769.26,115148.21,10.11,9,13339.23,64.37,0.37,SAFE
Wheat,Bihar,1.86,1.71,21789.57,175666.34,3.18,69290.83,-106375.51,84890.56,10.2,6,14572.31,-153.52,999.0,RISKY
Wheat,Punjab,6.2,1.73,18578.28,111318.18,10.73,199344.94,88026.76,274527.24,11.4,12,24314.42,44.16,3.12,MODERATE
Wheat,Punjab,6.04,2.05,19464.94,181510.98,12.38,240975.96,59464.98,168830.86,8.15,12,14698.04,24.68,2.84,MODERATE
Wheat,Bihar,9.44,2.48,25845.7,133150.4,23.41,605047.84,471897.44,116851.29,8.61,6,19967.2,77.99,0.25,SAFE
Rice,Haryana,9.89,2.89,27744.73,201814.57,28.58,792944.38,591129.81,141367.71,7.91,9,16229.75,74.55,0.24,SAFE
Rice,Punjab,5.02,3.77,19726.75,244870.93,18.93,373427.38,128556.45,74079.67,10.33,9,8589.4,34.43,0.58,SAFE
Rice,Madhya Pradesh,3.78,1.58,20355.04,110869.0,5.97,121519.59,10650.59,163629.43,8.59,6,27958.9,8.76,15.36,RISKY
Wheat,Punjab,8.21,2.55,18897.94,242391.15,20.94,395722.86,153331.71,183522.51,8.14,6,31317.36,38.75,1.2,SAFE
Rice,Haryana,8.71,2.25,26371.95,136480.59,19.6,516890.22,380409.63,295847.22,7.26,12,25634.17,73.6,0.78,SAFE
Wheat,Uttar Pradesh,7.25,3.51,23260.57,89773.49,25.45,591981.51,502208.02,231121.96,7.51,6,39368.47,84.84,0.46,SAFE
Rice,Punjab,4.53,2.67,28974.96,222482.75,12.1,350597.02,128114.27,244252.06,11.02,12,21589.68,36.54,1.91,SAFE
Rice,Bihar,4.25,3.43,22082.25,240361.05,14.58,321959.21,81598.16,280733.02,11.91,6,48427.54,25.34,3.44,MODERATE
Rice,Uttar Pradesh,9.25,3.84,26984.97,69185.07,35.52,958506.13,889321.06,73830.8,8.17,6,12600.01,92.78,0.08,SAFE
Rice,Uttar Pradesh,9.21,3.75,21109.12,70976.86,34.54,729109.0,658132.14,248563.82,9.02,12,21739.58,90.27,0.38,SAFE
Rice,Bihar,5.34,2.75,23539.37,193648.56,14.68,345557.95,151909.39,166497.44,9.27,9,19221.6,43.96,1.1,SAFE
Rice,Haryana,4.61,2.04,28406.15,71172.3,9.4,267017.81,195845.51,216824.77,8.91,6,37082.37,73.35,1.11,SAFE
Wheat,Uttar Pradesh,5.63,2.92,28666.07,180848.25,16.44,471270.19,290421.94,178052.18,8.48,9,20489.16,61.63,0.61,SAFE
Rice,Madhya Pradesh,2.32,2.77,18667.19,170540.43,6.43,120030.03,-50510.4,245243.98,11.91,9,28619.38,-42.08,999.0,RISKY
Wheat,Haryana,2.97,1.86,28640.09,50809.23,5.52,158093.3,107284.07,188273.27,11.8,9,21961.2,67.86,1.75,MODERATE
Rice,Uttar Pradesh,9.46,2.85,20086.43,131094.06,26.96,541530.15,410436.09,183374.52,11.27,6,31574.86,75.79,0.45,SAFE
Wheat,Bihar,1.59,1.69,25390.38,202414.81,2.69,68300.12,-134114.69,231853.2,7.23,9,26543.75,-196.36,999.0,RISKY
Wheat,Punjab,1.32,3.93,19315.16,231591.37,5.19,100245.68,-131345.69,226183.18,9.91,12,19875.63,-131.02,999.0,RISKY
Rice,Haryana,4.02,1.61,26745.01,125091.78,6.47,173040.21,47948.43,181888.88,9.18,12,15921.64,27.71,3.79,RISKY
Rice,Uttar Pradesh,4.15,2.99,25806.03,208748.61,12.41,320252.83,111504.22,53316.95,9.89,9,6170.9,34.82,0.48,MODERATE
Wheat,Punjab,6.26,2.72,21260.49,116043.52,17.03,362066.14,246022.62,46005.01,7.14,9,5264.94,67.95,0.19,SAFE
Rice,Bihar,5.92,2.81,28162.2,208973.2,16.64,468619.01,259645.81,292447.29,7.78,9,33556.57,55.41,1.13,SAFE
Rice,Bihar,6.75,2.33,21711.21,64454.02,15.73,341517.33,277063.31,215683.33,10.67,9,25042.82,81.13,0.78,SAFE
Rice,Punjab,9.33,3.44,28265.09,92865.04,32.1,907309.39,814444.35,106763.83,11.87,6,18415.07,89.76,0.13,SAFE
Wheat,Bihar,9.48,3.94,26994.68,63695.93,37.35,1008251.3,944555.37,291974.45,11.05,6,50242.74,93.68,0.31,SAFE
Wheat,Haryana,8.47,1.85,19075.94,150198.28,15.67,298919.98,148721.7,177189.22,8.5,12,15454.41,49.75,1.19,SAFE
Wheat,Bihar,2.06,2.82,27838.91,242747.78,5.81,161744.07,-81003.71,299715.75,10.89,9,34831.02,-50.08,999.0,RISKY
Rice,Madhya Pradesh,5.86,3.87,25630.49,225281.76,22.68,581299.51,356017.75,275955.05,11.91,6,47603.32,61.25,0.78,SAFE
Rice,Punjab,2.79,1.79,20502.63,100265.3,4.99,102308.12,2042.82,288803.1,8.3,9,33209.18,2.0,141.37,RISKY
Wheat,Bihar,3.4,3.3,22013.66,237162.92,11.22,246993.27,9830.35,229496.48,9.29,6,39292.47,3.98,23.35,RISKY
Rice,Punjab,1.7,3.8,24767.22,191370.08,6.46,159996.24,-31373.84,156830.06,7.76,6,26733.12,-19.61,999.0,RISKY
Wheat,Madhya Pradesh,7.26,3.44,18902.38,138427.15,24.97,471992.43,333565.28,144252.5,11.8,12,12803.17,70.67,0.43,SAFE
Wheat,Bihar,4.49,1.51,28662.46,212322.84,6.78,194331.48,-17991.36,30974.84,11.9,6,5343.13,-9.26,999.0,RISKY
Wheat,Haryana,2.65,2.83,26747.45,194443.35,7.5,200605.88,6162.53,42141.28,8.11,6,7190.62,3.07,6.84,RISKY
Wheat,Punjab,3.39,2.44,27460.18,112342.64,8.27,227095.69,114753.05,81494.32,7.65,6,13887.05,50.53,0.71,MODERATE
Rice,Punjab,7.09,1.87,20170.11,217087.94,13.26,267455.66,50367.72,129823.69,10.99,12,11473.43,18.83,2.58,MODERATE
Rice,Uttar Pradesh,5.21,1.7,22186.24,213100.76,8.86,196570.09,-16530.67,291793.82,7.9,12,25369.2,-8.41,999.0,RISKY
Wheat,Punjab,7.34,2.51,24170.65,147603.27,18.42,445223.37,297620.1,80063.12,9.13,6,13701.43,66.85,0.27,SAFE
Wheat,Punjab,7.98,3.14,19050.0,86966.02,25.06,477393.0,390426.98,231473.09,7.76,12,20109.8,81.78,0.59,SAFE
Wheat,Punjab,9.64,1.71,26974.3,110429.97,16.48,444536.46,334106.49,179286.22,8.59,6,30634.13,75.16,0.54,SAFE
Wheat,Haryana,7.0,3.14,20226.25,103436.05,21.98,444572.98,341136.93,184275.21,7.68,12,16002.56,76.73,0.54,SAFE
Rice,Uttar Pradesh,3.72,3.28,20877.87,193735.51,12.2,254710.01,60974.5,92118.99,7.2,9,10544.96,23.94,1.51,MODERATE
Rice,Madhya Pradesh,6.45,3.71,24741.7,199303.38,23.93,592068.88,392765.5,297068.77,11.12,6,51129.63,66.34,0.76,SAFE
Rice,Haryana,8.63,2.04,28152.52,105763.64,17.61,495765.88,390002.24,186474.41,11.56,6,32135.32,78.67,0.48,SAFE
Wheat,Punjab,9.68,2.55,26071.47,154458.55,24.68,643443.88,488985.33,263916.29,10.83,12,23304.44,76.0,0.54,SAFE
Wheat,Haryana,3.23,1.86,26483.83,119590.47,6.01,159167.82,39577.35,107160.23,10.93,12,9467.5,24.87,2.71,RISKY
Wheat,Bihar,4.15,3.6,25091.0,147147.55,14.94,374859.54,227711.99,60144.14,8.86,12,5255.79,60.75,0.26,SAFE
Rice,Punjab,6.09,1.63,22598.45,73901.96,9.93,224402.61,150500.65,59740.8,9.39,9,6900.27,67.07,0.4,SAFE
Rice,Haryana,2.06,3.1,20998.84,86212.35,6.39,134182.59,47970.24,284424.83,10.32,6,48841.18,35.75,5.93,RISKY
Wheat,Bihar,5.72,2.58,24906.05,144806.23,14.76,367613.3,222807.07,259984.67,8.3,9,29895.38,60.61,1.17,SAFE
Wheat,Bihar,6.25,1.61,23494.13,76822.78,10.06,236350.95,159528.17,93452.74,9.62,6,16015.39,67.5,0.59,SAFE
Rice,Uttar Pradesh,8.05,1.78,27467.68,215759.14,14.33,393611.85,177852.71,193595.49,7.47,6,32972.54,45.18,1.09,SAFE
Rice,Punjab,5.51,1.7,25753.32,223771.34,9.37,241308.61,17537.27,100501.35,11.58,9,11712.51,7.27,5.73,RISKY
Wheat,Haryana,5.97,3.62,18250.75,211321.45,21.61,394398.71,183077.26,148780.6,9.5,9,17192.42,46.42,0.81,SAFE
Wheat,Haryana,1.69,3.96,19787.4,106835.98,6.69,132377.71,25541.73,36551.86,11.58,9,4259.79,19.29,1.43,RISKY
Rice,Uttar Pradesh,4.13,1.72,26343.39,214706.41,7.1,187038.07,-27668.34,296622.15,7.18,9,33951.85,-14.79,999.0,RISKY
Rice,Punjab,8.82,3.56,22482.55,87291.44,31.4,705952.07,618660.63,88675.08,9.84,12,7789.35,87.63,0.14,SAFE
Rice,Haryana,8.62,2.43,28706.71,215847.04,20.95,601405.57,385558.53,188293.39,9.61,12,16519.85,64.11,0.49,SAFE
Rice,Bihar,2.08,1.64,21034.01,66190.06,3.41,71725.97,5535.91,233371.52,9.72,6,40005.35,7.72,42.16,RISKY
Wheat,Uttar Pradesh,1.07,1.53,26582.22,50820.49,1.64,43594.84,-7225.65,87943.76,7.02,12,7610.3,-16.57,999.0,RISKY
Rice,Madhya Pradesh,9.7,3.45,25146.46,99153.13,33.46,841400.55,742247.42,251965.12,7.23,6,42884.17,88.22,0.34,SAFE
Rice,Madhya Pradesh,9.6,1.74,20676.12,193482.98,16.7,345291.2,151808.22,106653.13,7.89,6,18186.81,43.97,0.7,SAFE
Rice,Bihar,8.91,1.78,23993.37,66225.3,15.86,380534.85,314309.55,83086.44,9.17,12,7272.58,82.6,0.26,SAFE
Rice,Uttar Pradesh,5.36,2.57,25433.63,124001.51,13.78,350475.42,226473.91,49112.14,10.77,6,8444.39,64.62,0.22,SAFE
Rice,Bihar,4.38,2.25,20119.58,242286.77,9.86,198379.06,-43907.71,108592.93,9.71,9,12559.29,-22.13,999.0,RISKY
Rice,Uttar Pradesh,1.45,1.67,18175.61,228496.44,2.42,43984.98,-184511.46,81592.54,10.55,6,14020.25,-419.49,999.0,RISKY
Rice,Haryana,9.05,2.74,22363.48,187516.45,24.8,554614.3,367097.85,147793.96,11.22,12,13077.45,66.19,0.4,SAFE
Rice,Punjab,8.22,3.84,27233.26,90056.94,31.56,859481.69,769424.75,212450.9,8.82,9,24481.63,89.52,0.28,SAFE
Wheat,Bihar,5.92,2.87,22108.68,117146.05,16.99,375626.47,258480.42,30879.03,8.08,9,3547.55,68.81,0.12,SAFE
Wheat,Uttar Pradesh,4.15,3.46,27549.9,56154.11,14.36,395616.56,339462.45,180059.7,7.13,6,30637.11,85.81,0.53,SAFE
Wheat,Punjab,2.52,1.53,26483.55,206533.28,3.86,102226.5,-104306.78,235420.87,9.43,9,27196.39,-102.03,999.0,RISKY
Wheat,Bihar,9.08,3.7,28621.87,121356.28,33.6,961694.83,840338.55,219506.84,8.45,9,25256.4,87.38,0.26,SAFE
Rice,Uttar Pradesh,7.6,3.61,21139.99,240254.84,27.44,580081.33,339826.49,32414.81,7.64,9,3717.27,58.58,0.1,SAFE
Rice,Madhya Pradesh,7.38,3.17,22318.29,189300.79,23.39,522024.8,332724.01,73588.56,8.62,9,8472.98,63.74,0.22,SAFE
Rice,Uttar Pradesh,2.73,2.08,25986.75,112441.9,5.68,147604.74,35162.84,163763.82,11.28,6,28198.94,23.82,4.66,RISKY
Wheat,Haryana,1.96,1.81,23032.65,172086.66,3.55,81765.91,-90320.75,50987.0,7.72,9,5849.01,-110.46,999.0,RISKY
Wheat,Bihar,9.26,3.99,23943.53,236896.81,36.95,884713.43,647816.62,38295.86,9.63,12,3360.23,73.22,0.06,SAFE
Wheat,Uttar Pradesh,6.19,2.74,28626.23,149776.44,16.96,485500.86,335724.42,156497.35,9.41,12,13715.7,69.15,0.47,SAFE
Wheat,Uttar Pradesh,8.86,1.93,26461.24,130894.99,17.1,452487.2,321592.21,144011.39,9.2,6,24650.05,71.07,0.45,SAFE
Wheat,Uttar Pradesh,5.09,2.65,29605.5,229821.58,13.49,399378.2,169556.62,116864.5,7.18,9,13376.5,42.46,0.69,SAFE
Wheat,Punjab,1.24,1.69,18190.33,139719.76,2.1,38199.69,-101520.07,205558.63,9.14,9,23718.46,-265.76,999.0,RISKY
Wheat,Punjab,6.2,2.05,28047.48,93733.47,12.71,356483.47,262750.0,255876.05,11.07,9,29758.09,73.71,0.97,SAFE
Wheat,Madhya Pradesh,2.46,2.16,25602.55,221923.24,5.31,135949.54,-85973.7,178378.74,10.77,6,30670.63,-63.24,999.0,RISKY
Wheat,Haryana,9.27,3.36,24073.21,92738.21,31.15,749880.49,657142.28,259330.01,9.65,6,44446.3,87.63,0.39,SAFE
Rice,Haryana,7.63,2.87,18768.57,183898.32,21.9,411031.68,227133.36,287727.19,10.51,9,33385.97,55.26,1.27,SAFE
Rice,Uttar Pradesh,8.33,3.02,24204.48,67135.34,25.16,608984.72,541849.38,269228.43,9.06,9,31054.86,88.98,0.5,SAFE
Wheat,Madhya Pradesh,9.49,3.72,25797.22,196084.88,35.3,910641.87,714556.99,105170.23,8.13,9,12084.99,78.47,0.15,SAFE
Wheat,Punjab,8.29,1.96,22119.41,162718.82,16.25,359440.41,196721.59,263250.95,7.46,6,44834.74,54.73,1.34,SAFE
Rice,Madhya Pradesh,1.19,2.38,25264.65,57788.55,2.83,71498.96,13710.41,209703.69,7.12,12,18156.58,19.18,15.3,RISKY
Rice,Madhya Pradesh,5.95,1.8,19832.22,189925.59,10.71,212403.08,22477.49,99310.31,8.16,6,16947.87,10.58,4.42,RISKY
Wheat,Madhya Pradesh,4.6,1.8,22443.29,102117.96,8.28,185830.44,83712.48,172774.2,8.19,12,15044.54,45.05,2.06,MODERATE
Rice,Haryana,8.09,1.64,26959.03,189365.29,13.27,357746.33,168381.04,243719.02,10.37,12,21468.74,47.07,1.45,SAFE
Rice,Punjab,2.98,2.89,19868.47,115289.17,8.61,171067.53,55778.36,229329.57,8.16,12,19965.99,32.61,4.11,RISKY
Wheat,Uttar Pradesh,9.08,3.16,28287.61,181592.08,28.69,811571.53,629979.45,220933.32,7.46,12,19163.52,77.62,0.35,SAFE
Wheat,Haryana,6.77,2.56,27170.05,67629.9,17.33,470856.97,403227.07,287471.6,9.62,6,49265.21,85.64,0.71,SAFE
Wheat,Madhya Pradesh,9.11,3.43,18098.72,160049.12,31.25,565585.0,405535.88,216010.7,11.19,12,19110.53,71.7,0.53,SAFE
Rice,Madhya Pradesh,3.12,3.88,23304.87,73745.45,12.11,282221.98,208476.53,212039.12,7.47,12,18393.03,73.87,1.02,SAFE
Wheat,Bihar,7.03,3.44,24435.6,129783.95,24.18,590852.81,461068.86,99626.48,7.81,6,16984.69,78.03,0.22,SAFE
Wheat,Punjab,5.43,2.68,27144.59,169696.07,14.55,394953.78,225257.71,101260.43,7.59,12,8789.3,57.03,0.45,SAFE
Wheat,Punjab,2.83,2.39,29627.86,238537.74,6.76,200284.33,-38253.41,239377.42,11.91,9,27934.77,-19.1,999.0,RISKY
Rice,Madhya Pradesh,7.9,3.67,26057.46,184394.36,28.99,755405.77,571011.41,139947.25,8.01,9,16073.27,75.59,0.25,SAFE
Rice,Haryana,9.44,3.97,20249.79,57925.52,37.48,758962.13,701036.61,193972.88,10.74,9,22528.48,92.37,0.28,SAFE
Wheat,Punjab,6.23,2.86,29753.01,212701.14,17.82,530198.64,317497.5,61350.83,10.14,6,10529.67,59.88,0.19,SAFE
Wheat,Haryana,1.37,1.5,28480.17,200837.65,2.06,58669.15,-142168.5,251243.61,10.41,12,22136.24,-242.32,999.0,RISKY
Wheat,Punjab,4.35,1.6,25269.86,184671.33,6.96,175878.23,-8793.1,247458.44,8.5,9,28478.34,-5.0,999.0,RISKY
Wheat,Madhya Pradesh,4.58,2.58,28135.53,67424.79,11.82,332561.96,265137.17,277987.64,7.27,12,24087.98,79.73,1.05,SAFE
Rice,Bihar,3.2,1.56,22887.64,219398.58,4.99,114209.32,-105189.26,123947.35,10.17,6,21274.97,-92.1,999.0,RISKY
Rice,Punjab,2.58,1.94,29509.93,165542.87,5.01,147844.75,-17698.12,228806.91,10.56,9,26554.67,-11.97,999.0,RISKY
Rice,Punjab,6.88,3.83,26604.99,124473.92,26.35,701041.49,576567.57,207313.01,7.46,12,17982.11,82.24,0.36,SAFE
Rice,Uttar Pradesh,1.6,1.67,29213.87,69174.39,2.67,78001.03,8826.64,220004.62,10.15,12,19357.25,11.32,24.93,RISKY
Wheat,Uttar Pradesh,9.62,1.95,26353.79,242567.52,18.76,494397.1,251829.58,143646.89,10.8,6,24700.93,50.94,0.57,SAFE
Wheat,Haryana,2.99,3.92,19086.64,213666.02,11.72,223695.42,10029.4,255663.14,9.85,9,29585.59,4.48,25.49,RISKY
Rice,Uttar Pradesh,9.98,3.48,18579.55,68183.14,34.73,645267.77,577084.63,262026.22,10.22,9,30367.81,89.43,0.45,SAFE
Wheat,Uttar Pradesh,6.41,2.11,27378.68,222011.88,13.53,370433.54,148421.66,230128.21,10.51,6,39538.98,40.07,1.55,SAFE
Rice,Bihar,6.37,1.73,27409.04,229509.54,11.02,302047.62,72538.08,143348.91,10.23,12,12617.99,24.02,1.98,MODERATE
Wheat,Haryana,1.35,2.0,23870.79,64091.81,2.7,64451.13,359.32,205470.09,11.53,12,18210.62,0.56,571.83,RISKY
Rice,Punjab,2.71,2.7,26038.86,179847.77,7.32,190604.46,10756.69,160908.08,10.92,9,18701.98,5.64,14.96,RISKY
Rice,Uttar Pradesh,9.93,2.86,24141.33,76176.64,28.4,685613.77,609437.13,289424.5,10.45,9,33574.69,88.89,0.47,SAFE
Rice,Madhya Pradesh,6.66,2.9,20482.65,138465.29,19.31,395519.97,257054.68,270340.14,7.05,12,23397.88,64.99,1.05,SAFE
Rice,Bihar,4.67,3.32,26710.15,184341.93,15.5,414007.33,229665.4,159603.03,7.06,6,27150.93,55.47,0.69,SAFE
Rice,Bihar,7.96,2.3,18687.78,126428.95,18.31,342173.25,215744.3,73381.06,11.06,6,12627.72,63.05,0.34,SAFE
Wheat,Bihar,9.13,2.8,26452.02,210911.2,25.56,676113.63,465202.43,155752.89,10.43,12,13724.32,68.81,0.33,SAFE
Rice,Haryana,8.86,2.25,29258.39,237177.92,19.93,583119.71,345941.79,152208.91,11.99,12,13522.87,59.33,0.44,SAFE
Wheat,Bihar,4.23,3.7,20807.71,228564.58,15.65,325640.66,97076.08,225097.31,8.34,12,19616.27,29.81,2.32,MODERATE
Wheat,Uttar Pradesh,9.55,3.82,25570.27,70882.94,36.48,932803.45,861920.51,97663.57,8.56,6,16686.06,92.4,0.11,SAFE
Rice,Bihar,2.47,2.48,19165.17,86723.98,6.13,117482.49,30758.51,285423.29,9.37,9,32964.69,26.18,9.28,RISKY
Rice,Haryana,8.79,3.12,24321.95,96643.78,27.42,666907.87,570264.09,116958.74,8.75,12,10214.66,85.51,0.21,SAFE
Rice,Haryana,5.41,1.7,21386.86,69683.65,9.2,196759.11,127075.46,235929.7,8.74,9,27178.29,64.58,1.86,SAFE
Wheat,Haryana,3.91,3.27,19570.6,219172.93,12.79,250307.97,31135.04,161753.42,11.57,12,14339.08,12.44,5.2,RISKY
Rice,Haryana,6.16,3.71,19221.87,133998.26,22.85,439219.73,305221.47,293877.11,11.39,12,26026.84,69.49,0.96,SAFE
Wheat,Uttar Pradesh,8.15,3.55,26176.66,161159.52,28.93,757290.77,596131.25,42173.66,8.18,12,3672.13,78.72,0.07,SAFE
Wheat,Punjab,8.06,2.3,24523.36,63562.3,18.54,454663.09,391100.79,243225.72,7.14,6,41385.99,86.02,0.62,SAFE
Rice,Punjab,4.8,3.71,19723.03,96411.1,17.81,351267.16,254856.06,109032.92,7.58,9,12500.61,72.55,0.43,SAFE
Rice,Punjab,1.73,3.72,20517.68,235509.57,6.44,132133.86,-103375.71,131974.66,7.98,12,11479.05,-78.24,999.0,RISKY
Wheat,Haryana,6.62,3.62,18410.7,236836.14,23.96,441120.37,204284.23,53240.73,10.9,6,9157.68,46.31,0.26,SAFE
Rice,Haryana,8.45,1.87,21625.06,208862.77,15.8,341675.95,132813.18,202362.21,7.07,12,17516.27,38.87,1.52,SAFE
Wheat,Bihar,3.97,2.33,26394.4,53563.32,9.25,244148.2,190584.88,251586.58,8.44,12,21936.34,78.06,1.32,SAFE
Rice,Punjab,8.42,1.68,20539.22,53411.61,14.15,290629.96,237218.35,69112.39,8.54,12,6029.25,81.62,0.29,SAFE
Wheat,Uttar Pradesh,3.28,1.84,26684.55,140582.01,6.04,161174.68,20592.67,292072.21,8.75,9,33647.09,12.78,14.18,RISKY
Rice,Madhya Pradesh,7.79,2.25,26875.76,96202.75,17.53,471132.07,374929.32,124417.2,9.63,6,21322.51,79.58,0.33,SAFE
Wheat,Madhya Pradesh,9.58,2.25,22936.02,178119.14,21.55,494271.23,316152.09,147167.31,8.75,9,16953.86,63.96,0.47,SAFE
Rice,Punjab,2.75,1.86,21444.26,125716.73,5.12,109794.61,-15922.12,186768.32,7.99,12,16245.82,-14.5,999.0,RISKY
Rice,Haryana,2.89,2.86,27995.49,213104.83,8.27,231522.7,18417.87,116226.51,7.9,9,13342.86,7.96,6.31,RISKY
Rice,Haryana,5.72,1.9,29410.3,179984.15,10.87,319689.96,139705.81,198649.97,10.86,6,34164.91,43.7,1.42,SAFE
Wheat,Haryana,9.72,3.82,22308.41,223916.58,37.13,828311.26,604394.68,56562.99,9.53,12,4960.43,72.97,0.09,SAFE
Wheat,Punjab,4.65,2.74,27819.1,243861.68,12.74,354415.33,110553.65,192216.36,9.43,6,32922.93,31.19,1.74,MODERATE
Rice,Bihar,6.17,3.28,24736.44,129174.36,20.24,500665.55,371491.19,52326.51,7.03,12,4528.37,74.2,0.14,SAFE
Rice,Bihar,5.27,3.74,18187.31,82247.46,19.71,358471.88,276224.42,147658.65,7.15,12,12786.64,77.06,0.53,SAFE
Rice,Haryana,2.32,1.72,21623.53,204531.78,3.99,86277.88,-118253.9,181358.58,10.46,6,31155.26,-137.06,999.0,RISKY
Rice,Bihar,6.5,2.04,28850.43,67109.86,13.26,382556.7,315446.84,269356.09,8.86,9,31044.15,82.46,0.85,SAFE
Wheat,Bihar,2.65,2.0,18602.22,232695.08,5.3,98591.77,-134103.31,153801.29,11.21,6,26478.15,-136.02,999.0,RISKY
Rice,Madhya Pradesh,9.49,2.87,22165.69,152127.6,27.24,603793.4,451665.8,164872.39,7.5,6,28082.95,74.8,0.37,SAFE
Wheat,Punjab,4.92,1.76,27853.46,168712.22,8.66,241210.96,72498.74,51554.4,7.31,6,8776.52,30.06,0.71,MODERATE
Wheat,Madhya Pradesh,6.91,3.7,23093.75,113478.93,25.57,590507.19,477028.26,137457.97,8.4,6,23474.21,80.78,0.29,SAFE
Rice,Haryana,4.91,2.87,28647.4,154204.92,14.09,403641.87,249436.95,189710.63,11.09,6,32649.0,61.8,0.76,SAFE
Rice,Punjab,7.99,3.91,22249.44,51711.19,31.24,695072.51,643361.32,257147.31,10.86,12,22710.32,92.56,0.4,SAFE
Rice,Bihar,4.84,2.29,22927.77,60073.52,11.08,254039.69,193966.17,225938.94,10.17,9,26180.09,76.35,1.16,SAFE
Wheat,Madhya Pradesh,5.17,2.01,21622.81,234803.4,10.39,224661.0,-10142.4,78837.02,8.12,9,9058.7,-4.51,999.0,RISKY
Rice,Punjab,4.8,1.98,22421.68,130660.27,9.5,213005.96,82345.69,46821.05,9.4,12,4103.26,38.66,0.57,MODERATE
Rice,Madhya Pradesh,5.79,1.83,26595.89,240602.28,10.6,281916.43,41314.15,50848.02,11.37,9,5920.8,14.65,1.23,RISKY
Rice,Haryana,4.76,2.81,21406.84,94523.6,13.38,286423.52,191899.92,222511.04,7.02,9,25452.23,67.0,1.16,SAFE
Wheat,Uttar Pradesh,2.5,2.92,22729.04,224162.22,7.3,165921.99,-58240.23,214407.56,8.33,6,36607.8,-35.1,999.0,RISKY
Wheat,Haryana,8.79,3.94,20367.64,90057.81,34.63,705331.37,615273.56,247647.08,10.17,6,42507.43,87.23,0.4,SAFE
Wheat,Haryana,4.53,3.94,21986.05,134005.03,17.85,392450.99,258445.96,291475.01,7.0,6,49575.8,65.85,1.13,SAFE
Wheat,Haryana,5.84,2.17,18212.58,175889.1,12.67,230753.39,54864.29,152455.78,8.23,12,13278.11,23.78,2.78,MODERATE
Wheat,Haryana,8.01,3.0,28783.15,62594.47,24.03,691659.09,629064.62,127495.83,7.65,9,14621.58,90.95,0.2,SAFE
Rice,Madhya Pradesh,3.08,2.89,21449.79,178994.69,8.9,190903.13,11908.44,140375.85,9.79,9,16240.45,6.24,11.79,RISKY
Wheat,Uttar Pradesh,7.69,3.38,22414.57,236285.14,25.99,582554.67,346269.53,63035.42,9.39,12,5523.95,59.44,0.18,SAFE
Wheat,Madhya Pradesh,3.63,1.66,20203.61,217429.96,6.03,121827.77,-95602.19,268362.99,7.37,9,30741.25,-78.47,999.0,RISKY
Wheat,Haryana,5.99,2.54,19548.31,230937.85,15.21,297329.8,66391.95,121503.99,8.82,9,14001.43,22.33,1.83,MODERATE
Wheat,Uttar Pradesh,9.14,3.05,28396.38,125396.86,27.88,791691.07,666294.21,106177.96,7.57,12,9215.16,84.16,0.16,SAFE
Rice,Bihar,9.8,2.14,29545.49,240752.44,20.97,619568.93,378816.49,163162.63,11.43,6,28107.51,61.14,0.43,SAFE
